[0:0:2] (PlayerName:Gavin_Newsom | UserName:oussama) :f ok
[0:1:48] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:48] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:48] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:49] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:49] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:49] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:50] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:1:54] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:1:55] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:1:56] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:1:57] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:1:58] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:1:59] (PlayerName:Fayyo_Sky | UserName:Fayyo) :shoked
[0:1:59] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:2:0] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :fu
[0:2:5] (PlayerName:Moza_Diaz | UserName:moza) :eject 20
[0:2:7] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:2:7] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:2:7] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:2:9] (PlayerName:Fayyo_Sky | UserName:Fayyo) :shocked
[0:2:17] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:20] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:20] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:28] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:2:28] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:2:28] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:28] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:28] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is 2 dawzen
[0:2:29] (PlayerName:Kane_Sanders | UserName:LasDos) :stopanim
[0:2:29] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :idle
[0:2:29] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :animselect
[0:2:29] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :animeselect
[0:2:29] (PlayerName:Alexander_Walter | UserName:pikatchu) :lay
[0:2:34] (PlayerName:Alexander_Walter | UserName:pikatchu) :lay 2
[0:2:35] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:35] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:35] (PlayerName:Yone_Fizi | UserName:shanki1z) :f ana antsanaak bach nwaslaak ok ana a ndkhool gha ldaare
[0:2:37] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:2:38] (PlayerName:Kane_Sanders | UserName:LasDos) :recon 49
[0:2:39] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :gate
[0:2:42] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:42] (PlayerName:LSRP_Player#8880 | UserName:) :seatbelt
[0:2:43] (PlayerName:Denver_Morata | UserName:denver) :fall
[0:2:44] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:2:44] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:2:44] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f wakha safo 
[0:2:48] (PlayerName:Alexander_Walter | UserName:pikatchu) :lay 2
[0:2:49] (PlayerName:Fayyo_Sky | UserName:Fayyo) :er
[0:2:53] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:2:54] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:2:54] (PlayerName:Moza_Diaz | UserName:moza) :gate
[0:2:54] (PlayerName:Gavin_Newsom | UserName:oussama) :is drari lach dayrin hadchi kaml rah ra dawzen HHHH
[0:2:59] (PlayerName:Liamsi_Infero | UserName:hellboy) :chatboxteamsay
[0:2:59] (PlayerName:Liamsi_Infero | UserName:hellboy) :me ki 7aze radio f ido o ki dewi 
[0:3:3] (PlayerName:Josef_Descender | UserName:N1CHO) :AIM
[0:3:6] (PlayerName:Liamsi_Infero | UserName:hellboy) :f wach wach 
[0:3:6] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :arrest
[0:3:6] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:3:6] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:3:16] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :arrest 45
[0:3:21] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:3:22] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:3:22] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:3:22] (PlayerName:Liamsi_Infero | UserName:hellboy) :seatbelt
[0:3:24] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:3:33] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:3:33] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:3:35] (PlayerName:Denver_Morata | UserName:denver) :status afk 
[0:3:40] (PlayerName:Liamsi_Infero | UserName:hellboy) :seatbelt
[0:3:41] (PlayerName:Azize_Dawzen | UserName:dawzen) :friends
[0:3:42] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:3:43] (PlayerName:Azize_Dawzen | UserName:dawzen) :friends
[0:3:45] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :lean
[0:3:50] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:3:50] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is habacha
[0:3:54] (PlayerName:Gavin_Newsom | UserName:oussama) :is we
[0:3:55] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is rahowa dawzen hh
[0:3:56] (PlayerName:Liamsi_Infero | UserName:hellboy) :f wach wach 
[0:3:58] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is sir 3ndo
[0:4:1] (PlayerName:Tommy_Hazard | UserName:MrKarim) :id 2
[0:4:2] (PlayerName:Azize_Dawzen | UserName:dawzen) :home
[0:4:2] (PlayerName:Azize_Dawzen | UserName:dawzen) :home
[0:4:3] (PlayerName:William_Sdog | UserName:aminelmerda) :arrest
[0:4:3] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:4:6] (PlayerName:Gavin_Newsom | UserName:oussama) :is t9awd 3liya
[0:4:7] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :shake
[0:4:8] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is id 2 hh
[0:4:12] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:4:14] (PlayerName:Kane_Sanders | UserName:LasDos) :f wach alhbiba
[0:4:14] (PlayerName:Liamsi_Infero | UserName:hellboy) :handsup
[0:4:16] (PlayerName:Gavin_Newsom | UserName:oussama) :is ana radi nkhraj rda  khasni nfi9
[0:4:19] (PlayerName:Gavin_Newsom | UserName:oussama) :is bkri
[0:4:20] (PlayerName:Liamsi_Infero | UserName:hellboy) :fink
[0:4:26] (PlayerName:Liamsi_Infero | UserName:hellboy) :f fink 
[0:4:29] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:4:29] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:4:30] (PlayerName:William_Sdog | UserName:aminelmerda) :dimension
[0:4:31] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:4:31] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:4:34] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:4:34] (PlayerName:Kane_Sanders | UserName:LasDos) :f kan reconi , 3yit
[0:4:36] (PlayerName:William_Sdog | UserName:aminelmerda) :dimension 2A
[0:4:37] (PlayerName:Gavin_Newsom | UserName:oussama) :is wach howa tal9 live
[0:4:39] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:4:41] (PlayerName:William_Sdog | UserName:aminelmerda) :gate
[0:4:42] (PlayerName:Tommy_Hazard | UserName:MrKarim) :vehlib
[0:4:42] (PlayerName:William_Sdog | UserName:aminelmerda) :gate
[0:4:47] (PlayerName:Orlando_Mancini | UserName:nex) :jailtime
[0:4:47] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:4:53] (PlayerName:Harry_Clinton | UserName:KALIL) :cctv
[0:4:56] (PlayerName:Liamsi_Infero | UserName:hellboy) :f blassa dial lbii3e raje3ate ?
[0:4:59] (PlayerName:William_Sdog | UserName:aminelmerda) :arrest
[0:5:3] (PlayerName:Josef_Descender | UserName:N1CHO) :AIM
[0:5:3] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:5:5] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :lean
[0:5:5] (PlayerName:Kane_Sanders | UserName:LasDos) :f ina bi3 ?
[0:5:6] (PlayerName:Gavin_Newsom | UserName:oussama) :recon 20
[0:5:8] (PlayerName:Kane_Sanders | UserName:LasDos) :recon
[0:5:8] (PlayerName:Denver_Morata | UserName:denver) :fall
[0:5:9] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :lean
[0:5:12] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:5:15] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:5:16] (PlayerName:Liamsi_Infero | UserName:hellboy) :f coc
[0:5:18] (PlayerName:Josef_Descender | UserName:N1CHO) :AIM
[0:5:18] (PlayerName:Josef_Descender | UserName:N1CHO) :gate
[0:5:19] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :gate
[0:5:19] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :kay7al lbab/kaysdo
[0:5:19] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :me kan7al lbal/kansdo
[0:5:21] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:5:28] (PlayerName:Kane_Sanders | UserName:LasDos) :f sber nchecki
[0:5:28] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:5:30] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:5:30] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:5:31] (PlayerName:Gavin_Newsom | UserName:oussama) :recon
[0:5:31] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:5:31] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:5:33] (PlayerName:Azize_Dawzen | UserName:dawzen) :friends
[0:5:34] (PlayerName:Azize_Dawzen | UserName:dawzen) :friends
[0:5:35] (PlayerName:Liamsi_Infero | UserName:hellboy) :f ok
[0:5:38] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:5:38] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:5:40] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:5:40] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:5:43] (PlayerName:Gavin_Newsom | UserName:oussama) :is karim 
[0:5:43] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:5:43] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:5:44] (PlayerName:Yone_Fizi | UserName:shanki1z) :f hahah ana etaha liya gha wahad khona man nass de rbaate
[0:5:45] (PlayerName:RUBIO_TANJAWI | UserName:MOHAMED) :shake
[0:5:46] (PlayerName:Kane_Sanders | UserName:LasDos) :mark home
[0:5:47] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:5:48] (PlayerName:Gavin_Newsom | UserName:oussama) :is wach howa tal9 live
[0:5:50] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :gate
[0:5:50] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :me opening/close the door
[0:6:1] (PlayerName:Liamsi_Infero | UserName:hellboy) :seatbelt
[0:6:5] (PlayerName:Kane_Sanders | UserName:LasDos) :mark Garage
[0:6:7] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:6:7] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f oui kenti geltiha liya mabiti walo hhh ch7al dayer ?
[0:6:12] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:6:12] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:6:15] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :lean
[0:6:20] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:6:23] (PlayerName:Josef_Descender | UserName:N1CHO) :AIM
[0:6:26] (PlayerName:Kane_Sanders | UserName:LasDos) :supervise
[0:6:27] (PlayerName:Yone_Fizi | UserName:shanki1z) :f wa9ila 5k ola ma3arte 10k
[0:6:27] (PlayerName:Kane_Sanders | UserName:LasDos) :supervise
[0:6:30] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:6:30] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:6:36] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:6:38] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:6:38] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:6:40] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:6:40] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:6:42] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:6:42] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:6:44] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f kan 5k anchrih kan 10k l3am jay inchallah brabi 
[0:6:47] (PlayerName:Orlando_Mancini | UserName:nex) :me ki 7yd id chef
[0:6:49] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:6:58] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:7:2] (PlayerName:Harry_Clinton | UserName:KALIL) :mdc
[0:7:6] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :lean
[0:7:9] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[0:7:13] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:7:19] (PlayerName:Yone_Fizi | UserName:shanki1z) :f hahahahaha
[0:7:19] (PlayerName:Gavin_Newsom | UserName:oussama) :recon 2
[0:7:20] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:7:20] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:7:24] (PlayerName:Kane_Sanders | UserName:LasDos) :f yes
[0:7:24] (PlayerName:Orlando_Mancini | UserName:nex) :crack
[0:7:25] (PlayerName:Harry_Clinton | UserName:KALIL) :mdc
[0:7:27] (PlayerName:Orlando_Mancini | UserName:nex) :crack
[0:7:30] (PlayerName:Orlando_Mancini | UserName:nex) :crack
[0:7:30] (PlayerName:Harry_Clinton | UserName:KALIL) :mdc
[0:7:30] (PlayerName:Gavin_Newsom | UserName:oussama) :recon
[0:7:34] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is la
[0:7:39] (PlayerName:Gavin_Newsom | UserName:oussama) :goto 2
[0:7:42] (PlayerName:Yone_Fizi | UserName:shanki1z) :f  ms rah 7ate fiih ana bazaaf o ba9i ma3march 
[0:7:44] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is gha doz 7dah dwi m3ah golo ws dkhol l7okoma ..
[0:7:45] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :me kihaz 9er3a
[0:7:47] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:7:49] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is ghadi i3jbo l7al hh
[0:7:50] (PlayerName:Liamsi_Infero | UserName:hellboy) :f kina
[0:7:51] (PlayerName:Orland_Anderson | UserName:9wi9iza) :dive
[0:7:52] (PlayerName:Tommy_Hazard | UserName:MrKarim) :recon 2
[0:7:54] (PlayerName:Kane_Sanders | UserName:LasDos) :f ah
[0:7:55] (PlayerName:Liamsi_Infero | UserName:hellboy) :salut
[0:7:55] (PlayerName:Liamsi_Infero | UserName:hellboy) :seatbelt
[0:7:59] (PlayerName:Orlando_Mancini | UserName:nex) :me ki drbo b rejlo
[0:7:59] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :f si l governor njib chi dwira fl mdina nchof kidayra
[0:7:59] (PlayerName:Liamsi_Infero | UserName:hellboy) :f aji plz
[0:8:0] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :me kikhchi lih 9r3a f tramto
[0:8:1] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:1] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:5] (PlayerName:Kane_Sanders | UserName:LasDos) :goto Liamsi_Infero
[0:8:7] (PlayerName:Tommy_Hazard | UserName:MrKarim) :recon 7
[0:8:12] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:12] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:15] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:15] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:20] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:20] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:20] (PlayerName:Tommy_Hazard | UserName:MrKarim) :recon 2
[0:8:21] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:8:21] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:8:25] (PlayerName:Kane_Sanders | UserName:LasDos) :gotoveh 129
[0:8:25] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:25] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:30] (PlayerName:Kane_Sanders | UserName:LasDos) :goto Liamsi_Infero
[0:8:31] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:31] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:33] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:33] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:35] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:35] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:36] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:36] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:8:46] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :gate
[0:8:46] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :me opening/close the door
[0:8:48] (PlayerName:Orlando_Mancini | UserName:nex) :cheer
[0:8:54] (PlayerName:Kane_Sanders | UserName:LasDos) :supervise
[0:8:55] (PlayerName:Kane_Sanders | UserName:LasDos) :aduty
[0:8:56] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:8:56] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:9:3] (PlayerName:William_Sdog | UserName:aminelmerda) :rbs
[0:9:8] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:9:8] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:9:10] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:9:10] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:9:11] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:9:12] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:9:12] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:9:13] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :f si l governor njib chi dwira fl mdina nchof kidayra
[0:9:14] (PlayerName:Kane_Sanders | UserName:LasDos) :friends
[0:9:14] (PlayerName:Kane_Sanders | UserName:LasDos) :me Kaydwi f radio
[0:9:14] (PlayerName:Liamsi_Infero | UserName:hellboy) :staff
[0:9:15] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:9:16] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:9:16] (PlayerName:Kane_Sanders | UserName:LasDos) :friends
[0:9:17] (PlayerName:Kane_Sanders | UserName:LasDos) :harvest
[0:9:17] (PlayerName:Orlando_Mancini | UserName:nex) :crack
[0:9:18] (PlayerName:Kane_Sanders | UserName:LasDos) :harvest
[0:9:18] (PlayerName:Kane_Sanders | UserName:LasDos) :friends
[0:9:20] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :cuff 45
[0:9:22] (PlayerName:Kane_Sanders | UserName:LasDos) :friends
[0:9:22] (PlayerName:Kane_Sanders | UserName:LasDos) :friends
[0:9:24] (PlayerName:Kane_Sanders | UserName:LasDos) :me Kaydwi f radio
[0:9:25] (PlayerName:Kane_Sanders | UserName:LasDos) :me Kaydwi f radio
[0:9:25] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :drag 45
[0:9:37] (PlayerName:Yone_Fizi | UserName:shanki1z) :fu
[0:9:39] (PlayerName:PABLO_Emilion_Escobar | UserName:PABLO) :wait
[0:9:40] (PlayerName:Kane_Sanders | UserName:LasDos) :friends
[0:9:41] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is hhhhhh
[0:9:43] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[0:9:45] (PlayerName:Kane_Sanders | UserName:LasDos) :me Opens/Closes The Gate
[0:9:45] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[0:9:45] (PlayerName:Kane_Sanders | UserName:LasDos) :gate
[0:9:47] (PlayerName:Amin_Csk | UserName:amincsk) :WALK 33
[0:9:48] (PlayerName:Kane_Sanders | UserName:LasDos) :stopanim
[0:9:49] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[0:9:49] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[0:9:49] (PlayerName:Amin_Csk | UserName:amincsk) :WALK 33
[0:9:53] (PlayerName:Orlando_Mancini | UserName:nex) :stopanim
[0:9:53] (PlayerName:Orlando_Mancini | UserName:nex) :animstop
[0:9:54] (PlayerName:Fayyo_Sky | UserName:Fayyo) :er
[0:9:55] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :rbs
[0:9:56] (PlayerName:Liamsi_Infero | UserName:hellboy) :handsup
