[0:0:2] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:5:54] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:6:4] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:6:4] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:6:5] (PlayerName:Jeffry_Cross | UserName:ASPRO) :glue
[0:6:6] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:6:6] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:6:17] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:6:17] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:6:18] (PlayerName:Jeffry_Cross | UserName:ASPRO) :glue
[0:6:23] (PlayerName:Santiago_Robet | UserName:abdelilah) :seefar 250
[0:6:38] (PlayerName:Jeffry_Cross | UserName:ASPRO) :glue
[0:6:39] (PlayerName:Jeffry_Cross | UserName:ASPRO) :SIT 2
[0:6:47] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:6:47] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:6:52] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:6:52] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:7:0] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:7:0] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:7:1] (PlayerName:Santiago_Robet | UserName:abdelilah) :think
[0:7:1] (PlayerName:Jeffry_Cross | UserName:ASPRO) :status AFL
[0:7:3] (PlayerName:Jeffry_Cross | UserName:ASPRO) :status AFK
[0:7:12] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:7:12] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:7:22] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:7:22] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:7:52] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:7:53] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:7:57] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:8:0] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:8:0] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:8:8] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:8:8] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:8:13] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:8:13] (PlayerName:Taylor_Tanor | UserName:sasa) :bat
[0:8:19] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:8:24] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[0:8:25] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[0:8:25] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:8:25] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:8:28] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:8:32] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:8:32] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:8:32] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:8:34] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[0:8:34] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[0:8:36] (PlayerName:Taylor_Tanor | UserName:sasa) :bat
[0:8:53] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:8:53] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:8:53] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:8:57] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:8:57] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:9:0] (PlayerName:Josef_Descender | UserName:N1CHO) :park
[0:9:1] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[0:9:1] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[0:9:3] (PlayerName:Joe_Miller | UserName:badr) :f antione fink
[0:9:5] (PlayerName:Fayyo_Sky | UserName:Fayyo) :park
[0:9:10] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[0:9:10] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[0:9:17] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:9:17] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:9:17] (PlayerName:Joe_Miller | UserName:badr) :f ylh nkhdmo fl7em hssn
[0:9:17] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:9:17] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:9:18] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:9:26] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:9:26] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:9:33] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:9:41] (PlayerName:Antoine_Miller | UserName:ilyaslol) :f hrp doz radoi
[0:9:47] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:9:49] (PlayerName:Fayyo_Sky | UserName:Fayyo) :setvol 20
[0:9:49] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:9:49] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:9:56] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:9:56] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:9:57] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:9:58] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:9:58] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:10:9] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[0:10:10] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[0:10:18] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:10:21] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:10:21] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:10:21] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:10:22] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:10:22] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:10:26] (PlayerName:Josef_Descender | UserName:N1CHO) :park
[0:10:36] (PlayerName:Liamsi_Infero | UserName:hellboy) :salut
[0:10:37] (PlayerName:Josef_Descender | UserName:N1CHO) :respawnveh 336
[0:10:38] (PlayerName:Moza_Diaz | UserName:moza) :bat
[0:10:38] (PlayerName:Liamsi_Infero | UserName:hellboy) :salut
[0:10:45] (PlayerName:Orland_Anderson | UserName:9wi9iza) :bat 1
[0:10:48] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:10:48] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:10:49] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:10:55] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:10:58] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:10:58] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:11:10] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:11:10] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:11:17] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:11:21] (PlayerName:Josef_Descender | UserName:N1CHO) :respawnveh 336
[0:11:35] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:11:35] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:11:38] (PlayerName:Fayyo_Sky | UserName:Fayyo) :gate
[0:11:39] (PlayerName:Josef_Descender | UserName:N1CHO) :respawnveh 336
[0:11:45] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:11:48] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:11:48] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:11:48] (PlayerName:Fayyo_Sky | UserName:Fayyo) :rwitter
[0:11:54] (PlayerName:Fayyo_Sky | UserName:Fayyo) :twitter
[0:12:0] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:12:0] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:12:6] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:12:6] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:12:6] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:12:21] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:12:21] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:12:24] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:12:24] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:12:24] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[0:12:29] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:12:29] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:12:34] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[0:12:37] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[0:12:38] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:12:39] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[0:12:42] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:12:42] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:12:48] (PlayerName:Joe_Miller | UserName:badr) :friends
[0:12:51] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:12:51] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:12:59] (PlayerName:Fayyo_Sky | UserName:Fayyo) :gate
[0:12:59] (PlayerName:Moza_Diaz | UserName:moza) :ahea
[0:13:0] (PlayerName:Mark_Walker | UserName:haytemsniper) :friends
[0:13:2] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:13:2] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:13:6] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:13:6] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:13:7] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:7] (PlayerName:Joe_Miller | UserName:badr) :friends
[0:13:7] (PlayerName:Moza_Diaz | UserName:moza) :aheal 9
[0:13:9] (PlayerName:Fayyo_Sky | UserName:Fayyo) :craftrepair
[0:13:14] (PlayerName:Mark_Walker | UserName:haytemsniper) :friends
[0:13:15] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:13:21] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:22] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:13:26] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :seefar 250
[0:13:28] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:29] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:13:29] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:29] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:13:29] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:13:30] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:13:32] (PlayerName:Fayyo_Sky | UserName:Fayyo) :gate
[0:13:34] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:13:34] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:13:35] (PlayerName:Liamsi_Infero | UserName:hellboy) :salut
[0:13:35] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:13:35] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:13:37] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:13:37] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:13:38] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :anim ghands gsign5lh -1
[0:13:38] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :me kay9rb fmo radio oukaydwi
[0:13:38] (PlayerName:Mario_Latino | UserName:marouane) :status
[0:13:42] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:13:44] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:13:45] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:13:46] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :anim ghands gsign5lh -1
[0:13:46] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :me kay9rb fmo radio oukaydwi
[0:13:46] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:47] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:13:47] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:48] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:13:49] (PlayerName:Mario_Latino | UserName:marouane) :me kaydwi fradio
[0:13:52] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:53] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:13:54] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me kayhdr fe radio
[0:13:54] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:13:54] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:13:56] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:13:56] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:13:58] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:13:58] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:13:59] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:14:6] (PlayerName:Liamsi_Infero | UserName:hellboy) :Me Kisaade Veh  / Ki7al Veh 
[0:14:7] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :anim ghands gsign5lh -1
[0:14:7] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :me kay9rb fmo radio oukaydwi
[0:14:8] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:14:9] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:14:10] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:14:13] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:14:13] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:14:13] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me kayhdr fe radio
[0:14:14] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:14:14] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:14:14] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[0:14:14] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[0:14:15] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :/fish
[0:14:15] (PlayerName:Lewis_Verstappen | UserName:fouadpro) :fish
[0:14:15] (PlayerName:Josef_Descender | UserName:N1CHO) :duty
[0:14:16] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:14:17] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:14:17] (PlayerName:Taylor_Tanor | UserName:sasa) :fish
[0:14:24] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[0:14:26] (PlayerName:Moza_Diaz | UserName:moza) :fish
[0:14:27] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[0:14:28] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :anim ghands gsign5lh -1
[0:14:28] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :me kay9rb fmo radio oukaydwi
[0:14:33] (PlayerName:Jassan_Mariozo | UserName:JASSAN) :me kaychof jibo
