[0:0:3] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:4:57] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[0:4:57] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :handsup
[0:4:58] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :CRACK
[0:4:58] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[0:4:58] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :friends
[0:4:58] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :handsup
[0:4:59] (PlayerName:Carl_Likchr | UserName:Olll) :friends
[0:5:1] (PlayerName:Kane_Sanders | UserName:LasDos) :home
[0:5:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[0:5:4] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is wach cartel ba9a ?
[0:5:5] (PlayerName:Carl_Likchr | UserName:Olll) :dance
[0:5:5] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :friends
[0:5:9] (PlayerName:Antoine_Miller | UserName:ilyaslol) :status
[0:5:15] (PlayerName:David_Bratan | UserName:under) :pm Josef_Descender
[0:5:16] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :what
[0:5:16] (PlayerName:Carl_Likchr | UserName:Olll) :friends
[0:5:17] (PlayerName:Scott_Lopez | UserName:haytamix) :is nope
[0:5:19] (PlayerName:Orland_Anderson | UserName:9wi9iza) :idle
[0:5:19] (PlayerName:Kane_Sanders | UserName:LasDos) :is drari
[0:5:21] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[0:5:21] (PlayerName:Scott_Lopez | UserName:haytamix) :staffs
[0:5:23] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[0:5:24] (PlayerName:Flawless_Spelman | UserName:flawless) :f aji fin juna ana
[0:5:26] (PlayerName:Kane_Sanders | UserName:LasDos) :is imventory khasser
[0:5:28] (PlayerName:Carlos_Sainz | UserName:dedyos) :pay 21 1500
[0:5:30] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:5:32] (PlayerName:Flawless_Spelman | UserName:flawless) :backup
[0:5:33] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is ikhwan reports
[0:5:33] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is ikhwan reports
[0:5:35] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:5:37] (PlayerName:Alexander_Walter | UserName:pikatchu) :f kifach
[0:5:38] (PlayerName:Orlando_Mancini | UserName:nex) :reportpanel
[0:5:40] (PlayerName:Eric_Geostrica | UserName:CHLH) :wait
[0:5:44] (PlayerName:Scott_Lopez | UserName:haytamix) :is Kane_Sanders dreb f10
[0:5:45] (PlayerName:Orlando_Mancini | UserName:nex) :apps
[0:5:47] (PlayerName:Orlando_Mancini | UserName:nex) :apps
[0:5:48] (PlayerName:Kane_Sanders | UserName:LasDos) :ri 9
[0:5:49] (PlayerName:Scott_Lopez | UserName:haytamix) :ri 1
[0:5:49] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[0:5:53] (PlayerName:Eric_Geostrica | UserName:CHLH) :wait
[0:5:53] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[0:5:53] (PlayerName:Flawless_Spelman | UserName:flawless) :f ra dert backup aji endi
[0:5:54] (PlayerName:Scott_Lopez | UserName:haytamix) :ri 6
[0:5:54] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f ana m3ak ouais ?
[0:5:55] (PlayerName:Kane_Sanders | UserName:LasDos) :ar 9
[0:5:56] (PlayerName:Kane_Sanders | UserName:LasDos) :aduty
[0:5:56] (PlayerName:Kane_Sanders | UserName:LasDos) :supervise
[0:5:57] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :wait
[0:5:57] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :idle
[0:5:58] (PlayerName:Scott_Lopez | UserName:haytamix) :ri 7
[0:5:58] (PlayerName:Harry_Clinton | UserName:KALIL) :/me kayqlb jibo/chkarto
[0:5:58] (PlayerName:Harry_Clinton | UserName:KALIL) :me kayqlb jibo/chkarto
[0:5:59] (PlayerName:Orlando_Mancini | UserName:nex) :reportpanel
[0:6:0] (PlayerName:Kane_Sanders | UserName:LasDos) :goto 6
[0:6:1] (PlayerName:Harry_Clinton | UserName:KALIL) :/me kayqlb jibo/chkarto
[0:6:1] (PlayerName:Harry_Clinton | UserName:KALIL) :me kayqlb jibo/chkarto
[0:6:3] (PlayerName:Alexander_Walter | UserName:pikatchu) :gate
[0:6:5] (PlayerName:Scott_Lopez | UserName:haytamix) :ar 6
[0:6:6] (PlayerName:Harry_Clinton | UserName:KALIL) :gate 203
[0:6:6] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f hhhhhhhhh
[0:6:7] (PlayerName:Scott_Lopez | UserName:haytamix) :ar 7
[0:6:10] (PlayerName:Scott_Lopez | UserName:haytamix) :ar 8
[0:6:11] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :shake
[0:6:11] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :shake
[0:6:11] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :shake
[0:6:11] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f a 9dib non ?
[0:6:11] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :shake
[0:6:12] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :shake
[0:6:13] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :shake
[0:6:13] (PlayerName:Kane_Sanders | UserName:LasDos) :nudge Carl_Likchr
[0:6:14] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[0:6:14] (PlayerName:Scott_Lopez | UserName:haytamix) :goto JASSAN_KAMPO
[0:6:15] (PlayerName:David_Bratan | UserName:under) :f hhhhhh L3z kayna tbiba
[0:6:17] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :fixveh Harry
[0:6:17] (PlayerName:Emmanuel_Jackal | UserName:Spider47) :wait
[0:6:18] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:6:18] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[0:6:19] (PlayerName:David_Bratan | UserName:under) :f andir record db
[0:6:20] (PlayerName:Tommy_Hazard | UserName:MrKarim) :kiss
[0:6:21] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :fixveh
[0:6:23] (PlayerName:Alexander_Walter | UserName:pikatchu) :gate
[0:6:23] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[0:6:23] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[0:6:24] (PlayerName:Yone_Fizi | UserName:shanki1z) :animselect
[0:6:26] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f id diyalek li f scoreboard.
[0:6:27] (PlayerName:David_Bratan | UserName:under) :clearchat
[0:6:28] (PlayerName:Harry_Clinton | UserName:KALIL) :f 172 veh
[0:6:32] (PlayerName:David_Bratan | UserName:under) :apps
[0:6:33] (PlayerName:Tommy_Hazard | UserName:MrKarim) :kiss 7
[0:6:33] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f id diyalek li f scoreboard.
[0:6:34] (PlayerName:Alexander_Walter | UserName:pikatchu) :park
[0:6:35] (PlayerName:Speed_Givara | UserName:haytemsniper) :clearchat
[0:6:35] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[0:6:37] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f -_-
[0:6:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[0:6:40] (PlayerName:Alexander_Walter | UserName:pikatchu) :park
[0:6:41] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f tatkun fiha and call me.
[0:6:43] (PlayerName:Alexander_Walter | UserName:pikatchu) :gate
[0:6:44] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :what
[0:6:56] (PlayerName:Tommy_Hazard | UserName:MrKarim) :kiss 1
[0:6:57] (PlayerName:Tommy_Hazard | UserName:MrKarim) :stopanim
[0:7:0] (PlayerName:Alexander_Walter | UserName:pikatchu) :f ana jay
[0:7:8] (PlayerName:Flawless_Spelman | UserName:flawless) :f aji aji
[0:7:10] (PlayerName:Tommy_Hazard | UserName:MrKarim) :me kay jbd camera
[0:7:10] (PlayerName:Orland_Anderson | UserName:9wi9iza) :laugh
[0:7:14] (PlayerName:Orland_Anderson | UserName:9wi9iza) :idle
[0:7:18] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :fixveh Deckard_M._Hobbs
[0:7:20] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[0:7:21] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:7:21] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :handsup
[0:7:24] (PlayerName:LSRP_Player#9264 | UserName:) :gate
[0:7:25] (PlayerName:LSRP_Player#9264 | UserName:) :clearchat
[0:7:28] (PlayerName:Alexander_Walter | UserName:pikatchu) :f dkhli l radio lkbir
[0:7:31] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[0:7:31] (PlayerName:Eric_Geostrica | UserName:CHLH) :wait
[0:7:33] (PlayerName:Leonardo_Ronald | UserName:Leonardo) :friends
[0:7:37] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[0:7:38] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:38] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:38] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:38] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:38] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:39] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:40] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[0:7:40] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:41] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[0:7:45] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :sw 3
[0:7:46] (PlayerName:David_Bratan | UserName:under) :c
[0:7:47] (PlayerName:Yone_Fizi | UserName:shanki1z) :lean
[0:7:51] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f tara ha
[0:7:51] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :kandir / Kan7yde smta
[0:7:51] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kandir / kan7yde smta
[0:7:55] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[0:7:55] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f dakchi diyal samp.
[0:7:59] (PlayerName:Michael_Montana | UserName:Mezrari) :p lbni9a
[0:8:1] (PlayerName:Flawless_Spelman | UserName:flawless) :c kfch
[0:8:1] (PlayerName:JASSAN_KAMPO | UserName:JASSAN) :ER
[0:8:1] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f m3a m3a
[0:8:1] (PlayerName:Carl_Likchr | UserName:Olll) :what
[0:8:2] (PlayerName:Scott_Lopez | UserName:haytamix) :cr
[0:8:3] (PlayerName:Kane_Sanders | UserName:LasDos) :gc
[0:8:5] (PlayerName:Kane_Sanders | UserName:LasDos) :givegc
[0:8:7] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :lay
[0:8:8] (PlayerName:Scott_Lopez | UserName:haytamix) :staffs
[0:8:10] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[0:8:10] (PlayerName:Eric_Geostrica | UserName:CHLH) :pay 23 600
[0:8:10] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[0:8:11] (PlayerName:Harry_Clinton | UserName:KALIL) :f hh wyeh baqi ma kmlt ta hdrtu
[0:8:14] (PlayerName:Scott_Lopez | UserName:haytamix) :ri 5
[0:8:15] (PlayerName:Harry_Clinton | UserName:KALIL) :f i
[0:8:16] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[0:8:16] (PlayerName:Michael_Montana | UserName:Mezrari) :p wa7d siyed smito lhabcha galo liya nstnah bahc idwi m3aya fl7ebs
[0:8:19] (PlayerName:Kane_Sanders | UserName:LasDos) :is chi wa7ed fikom y3ti 1 gc l id 6
[0:8:20] (PlayerName:Scott_Lopez | UserName:haytamix) :ri 4
[0:8:22] (PlayerName:Alexander_Walter | UserName:pikatchu) :f raki madayrach backup
[0:8:27] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :f hhhh zwina hadi.
[0:8:30] (PlayerName:Kane_Sanders | UserName:LasDos) :is tralo glitch w mchalo permis
[0:8:30] (PlayerName:Orland_Anderson | UserName:9wi9iza) :idle
[0:8:31] (PlayerName:Carlos_Sainz | UserName:dedyos) :dance 2
[0:8:31] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[0:8:36] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[0:8:38] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[0:8:39] (PlayerName:Yone_Fizi | UserName:shanki1z) :animselect
[0:8:40] (PlayerName:Scott_Lopez | UserName:haytamix) :is aslan makayenx gc shop
[0:8:42] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :m LSPD ! Move out the way !!
